"year","owner","player","team","pos","value","keeper","lag1_price","lag2_price","lag3_price","lag4_price","lag5_price","overall_rank","pos_rank","lag1_pos_rank","lag2_pos_rank","lag3_pos_rank","lag4_pos_rank","lag5_pos_rank","lag1_overall","lag2_overall","lag3_overall","lag4_overall","lag5_overall"
2015,"Higdon","Steve Smith Sr.","BAL","WR",8,0,NA,NA,NA,NA,NA,78.5,33,46,27,17,53,NA,113.2,68.8,47.1,139.6,NA
2010,"Skrzyskewski","Tarvaris Jackson","MIN","QB",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Skrzyskewski","Tarvaris Jackson","SEA","QB",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Higdon","Tavon Austin","STL","WR",28,0,NA,NA,NA,NA,NA,82.8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Skrzyskewski","Tavon Austin","STL","WR",1,0,28,NA,NA,NA,NA,154.3,56,32,NA,NA,NA,NA,82.8,NA,NA,NA,NA
2014,"Regan","Teddy Bridgewater","MIN","QB",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Thieneman","Teddy Bridgewater","MIN","QB",35,0,1,NA,NA,NA,NA,121.7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Skrzyskewski","Terrance West","CLE","RB",1,0,NA,NA,NA,NA,NA,112.8,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Hartman","Terrance Williams","DAL","WR",6,0,NA,NA,NA,NA,NA,80.9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Shokunbi","Terrell Owens","CIN","WR",5,0,NA,NA,NA,NA,NA,67.6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Hartman","Terrell Owens","FA","WR",2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Thieneman","Tevin Coleman","ATL","RB",3,0,NA,NA,NA,NA,NA,84.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Hartman","Texans D/ST","HOU","D/ST",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Higdon","Texans D/ST","HOU","D/ST",6,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Higdon","Texans D/ST","TEXANS ","D/ST",6,0,6,NA,1,NA,NA,106.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Thieneman","Texans D/ST","TEXANS ","D/ST",6,0,NA,6,6,NA,1,105.8,2,9,4,NA,NA,NA,146.6,106.4,NA,NA,NA
2010,"Ready","Thomas Jones","KC","RB",11,0,NA,NA,NA,NA,NA,94,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Regan","Thomas Jones","KC","RB",2,0,11,NA,NA,NA,NA,136.4,47,38,NA,NA,NA,NA,94,NA,NA,NA,NA
2011,"Matovina","Tiki Barber","FA","RB",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Hartman","Tim Hightower","ARI","RB",1,0,NA,NA,NA,NA,NA,96.6,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Skrzyskewski","Tim Hightower","WSH","RB",29,0,1,NA,NA,NA,NA,55,24,39,NA,NA,NA,NA,96.6,NA,NA,NA,NA
2010,"Harrington","Tim Tebow","DEN","QB",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Matovina","Tim Tebow","NYJ","QB",2,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Ready","Titus Young","DET","WR",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"McShane","Titus Young","DET","WR",4,0,2,NA,NA,NA,NA,82,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Olson","T.J. Houshmandzadeh","BAL","WR",8,0,NA,NA,NA,NA,NA,81.1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Shokunbi","T.J. Yeldon","JAC","RB",20,0,NA,NA,NA,NA,NA,58.9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Harrington","Toby Gerhart","MIN","RB",7,0,NA,NA,NA,NA,NA,103.3,42,NA,55,NA,NA,NA,NA,153.4,NA,NA,NA
2014,"McShane","Toby Gerhart","JAC","RB",20,0,NA,7,NA,NA,NA,39.1,19,NA,42,NA,55,NA,NA,103.3,NA,153.4,NA
2015,"Olson","Todd Gurley","STL","RB",13,0,NA,NA,NA,NA,NA,54,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Hartman","Tom Brady","NE","QB",77,0,NA,NA,NA,NA,NA,25.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Harrington","Tom Brady","NE","QB",108,0,NA,77,NA,NA,NA,4.6,2,3,4,NA,NA,NA,18.8,25.2,NA,NA,NA
2013,"Skrzyskewski","Tom Brady","NE","QB",93,0,108,NA,77,NA,NA,42.5,4,2,3,4,NA,NA,4.6,18.8,25.2,NA,NA
2014,"Shokunbi","Tom Brady","NE","QB",68,0,93,108,NA,77,NA,52.4,6,4,2,3,4,NA,42.5,4.6,18.8,25.2,NA
2015,"McShane","Tom Brady","NE","QB",87,0,68,93,108,NA,77,64.4,7,6,4,2,3,4,52.4,42.5,4.6,18.8,25.2
2010,"Higdon","Tony Gonzalez","ATL","TE",14,0,NA,NA,NA,NA,NA,64.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Ready","Tony Gonzalez","ATL","TE",6,0,14,NA,NA,NA,NA,76.4,8,7,NA,NA,NA,NA,64.9,NA,NA,NA,NA
2012,"Thieneman","Tony Gonzalez","ATL","TE",8,0,6,14,NA,NA,NA,90.4,10,8,7,NA,NA,NA,76.4,64.9,NA,NA,NA
2013,"Higdon","Tony Gonzalez","ATL","TE",20,0,8,6,14,NA,NA,66.2,5,10,8,7,NA,NA,90.4,76.4,64.9,NA,NA
2010,"Shokunbi","Tony Romo","DAL","QB",39,0,NA,NA,NA,NA,NA,35,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Shokunbi","Tony Romo","DAL","QB",40,0,39,NA,NA,NA,NA,41.4,6,6,NA,NA,NA,NA,35,NA,NA,NA,NA
2012,"Shokunbi","Tony Romo","DAL","QB",48,0,40,39,NA,NA,NA,62.6,10,6,6,NA,NA,NA,41.4,35,NA,NA,NA
2013,"Regan","Tony Romo","DAL","QB",67,0,48,40,39,NA,NA,79.7,11,10,6,6,NA,NA,62.6,41.4,35,NA,NA
2014,"Regan","Tony Romo","DAL","QB",64,0,67,48,40,39,NA,83,10,11,10,6,6,NA,79.7,62.6,41.4,35,NA
2015,"Regan","Tony Romo","DAL","QB",70,0,64,67,48,40,39,77.4,9,10,11,10,6,6,83,79.7,62.6,41.4,35
2013,"Higdon","Torrey Smith","BAL","WR",31,0,NA,NA,NA,NA,NA,53.8,20,23,NA,NA,NA,NA,61.8,NA,NA,NA,NA
2014,"Olson","Torrey Smith","BAL","WR",25,0,31,NA,NA,NA,NA,59.6,25,20,23,NA,NA,NA,53.8,61.8,NA,NA,NA
2015,"Harrington","Torrey Smith","SF","WR",4,0,25,31,NA,NA,NA,124.4,50,25,20,23,NA,NA,59.6,53.8,61.8,NA,NA
2015,"Kane","Travis Kelce","KC","TE",17,0,NA,NA,NA,NA,NA,55.7,4,18,NA,NA,NA,NA,154.2,NA,NA,NA,NA
2015,"Hartman","Tre Mason","STL","RB",3,0,NA,NA,NA,NA,NA,90.2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Olson","Trent Richardson","CLE","RB",24,0,NA,NA,NA,NA,NA,28.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Thieneman","Trent Richardson","IND","RB",4,0,NA,24,NA,NA,NA,67.2,29,8,16,NA,NA,NA,7.7,28.5,NA,NA,NA
2010,"Harrington","Troy Williamson","FA","WR",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Higdon","T.Y. Hilton","IND","WR",7,0,NA,NA,NA,NA,NA,63.3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Shokunbi","T.Y. Hilton","IND","WR",15,0,7,NA,NA,NA,NA,58.7,24,25,NA,NA,NA,NA,63.3,NA,NA,NA,NA
2015,"Harrington","T.Y. Hilton","IND","WR",57,0,15,7,NA,NA,NA,23.8,9,24,25,NA,NA,NA,58.7,63.3,NA,NA,NA
2015,"Shokunbi","Tyler Eifert","CIN","TE",5,0,NA,NA,NA,NA,NA,98.2,9,NA,17,NA,NA,NA,NA,152.1,NA,NA,NA
2015,"Shokunbi","Tyrod Taylor","BUF","QB",7,0,NA,NA,NA,NA,NA,147.3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Shokunbi","Vernon Davis","SF","TE",22,0,NA,NA,NA,NA,NA,52,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"McShane","Vernon Davis","SF","TE",17,0,22,NA,NA,NA,NA,59,5,4,NA,NA,NA,NA,52,NA,NA,NA,NA
2012,"Higdon","Vernon Davis","SF","TE",24,0,17,22,NA,NA,NA,56.4,5,5,4,NA,NA,NA,59,52,NA,NA,NA
2013,"Kane","Vernon Davis","SF","TE",15,0,24,17,22,NA,NA,56.2,3,5,5,4,NA,NA,56.4,59,52,NA,NA
2014,"Higdon","Vernon Davis","SF","TE",24,0,15,24,17,22,NA,55.6,4,3,5,5,4,NA,56.2,56.4,59,52,NA
2013,"McShane","Vick Ballard","IND","RB",7,0,NA,NA,NA,NA,NA,120.4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Kane","Victor Cruz","NYG","WR",36,0,NA,NA,NA,NA,NA,32.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Shokunbi","Victor Cruz","NYG","WR",36,0,36,NA,NA,NA,NA,36.5,11,10,NA,NA,NA,NA,32.5,NA,NA,NA,NA
2014,"Kane","Victor Cruz","NYG","WR",42,0,36,36,NA,NA,NA,43.3,17,11,10,NA,NA,NA,36.5,32.5,NA,NA,NA
2015,"Ready","Victor Cruz","NYG","WR",1,0,42,36,36,NA,NA,83.2,34,17,11,10,NA,NA,43.3,36.5,32.5,NA,NA
2010,"Ready","Vikings D/ST","MIN","D/ST",2,0,NA,NA,NA,NA,NA,98.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"McShane","Vikings D/ST","VIKINGS ","D/ST",2,0,NA,NA,NA,NA,2,166.7,16,NA,NA,NA,14,2,NA,NA,NA,169.3,98.3
2013,"Ready","Vincent Brown","SD","WR",2,0,NA,NA,NA,NA,NA,115.8,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Olson","Vincent Jackson","SD","WR",29,0,NA,NA,NA,NA,NA,87.2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"McShane","Vincent Jackson","SD","WR",55,0,29,NA,NA,NA,NA,18,5,33,NA,NA,NA,NA,87.2,NA,NA,NA,NA
2012,"Thieneman","Vincent Jackson","TB","WR",26,0,55,29,NA,NA,NA,67.8,27,5,33,NA,NA,NA,18,87.2,NA,NA,NA
2013,"Skrzyskewski","Vincent Jackson","TB","WR",36,0,26,55,29,NA,NA,38.4,12,27,5,33,NA,NA,67.8,18,87.2,NA,NA
2014,"McShane","Vincent Jackson","TB","WR",42,0,36,26,55,29,NA,35.5,13,12,27,5,33,NA,38.4,67.8,18,87.2,NA
2015,"Matovina","Vincent Jackson","TB","WR",15,0,42,36,26,55,29,73.9,31,13,12,27,5,33,35.5,38.4,67.8,18,87.2
2010,"Olson","Vince Young","TEN","QB",2,0,NA,NA,NA,NA,NA,138.7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Regan","Visanthe Shiancoe","MIN","TE",11,0,NA,NA,NA,NA,NA,96.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Thieneman","Wes Welker","NE","WR",26,0,NA,NA,NA,NA,NA,28.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Harrington","Wes Welker","DEN","WR",26,0,NA,NA,26,NA,NA,46.6,17,9,16,12,NA,NA,31.1,43.2,28.2,NA,NA
2014,"Olson","Wes Welker","DEN","WR",4,0,26,NA,NA,26,NA,70.3,29,17,9,16,12,NA,46.6,31.1,43.2,28.2,NA
2011,"Kane","Willis McGahee","DEN","RB",1,0,NA,NA,NA,NA,NA,109.3,42,48,NA,NA,NA,NA,136.6,NA,NA,NA,NA
2012,"Skrzyskewski","Willis McGahee","DEN","RB",23,0,1,NA,NA,NA,NA,42.5,21,42,48,NA,NA,NA,109.3,136.6,NA,NA,NA
2015,"Harrington","Zach Ertz","PHI","TE",4,0,NA,NA,NA,NA,NA,132.2,13,11,NA,NA,NA,NA,96.3,NA,NA,NA,NA
2010,"Ready","Zach Miller","OAK","TE",2,0,NA,NA,NA,NA,NA,105.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"McShane","Zach Miller","SEA","TE",2,0,2,NA,NA,NA,NA,121.4,12,11,NA,NA,NA,NA,105.4,NA,NA,NA,NA
